gene chr start
880 DDI2 chr1 15943952
881 RSC1A1 chr1 15986207
882 PLEKHM2 chr1 16010826
883 SLC25A34 chr1 16062808
884 TMEM82 chr1 16068986
885 FBLIM1 chr1 16085254
886 UQCRHL chr1 16134194
887 FLJ37453 chr1 16174642
888 ZBTB17 chr1 16302627
889 C1orf64 chr1 16330730
890 HSPB7 chr1 16345285
891 CLCNKA chr1 16348485
892 CLCNKB chr1 16370230
893 FAM131C chr1 16400127
894 EPHA2 chr1 16482604
895 ARHGEF19 chr1 16539166
896 RSG1 chr1 16563659
897 SZRD1 chr1 16693524
898 SPATA21 chr1 16763919
899 CROCCP3 chr1 16819196
900 RNU1-1 chr1 16840780
901 LINC01783 chr1 16862147
902 FAM231B chr1 16865218
903 CROCCP2 chr1 16957401
904 MST1P2 chr1 16972068
905 RNU1-3 chr1 16993443
906 FAM231A chr1 16999497
907 RNU1-4 chr1 17067010
908 MST1L chr1 17090975
909 LOC102724562 chr1 17086552
910 MIR3675 chr1 17185516
911 LOC105376805 chr1 17215973
912 RNU1-2 chr1 17222474
913 CROCC chr1 17248444
914 ATP13A2 chr1 17338467
915 SDHB chr1 17380665
916 PADI3 chr1 17575592
917 MIR3972 chr1 17604383
918 PADI4 chr1 17634689
919 PADI6 chr1 17698690
920 RCC2 chr1 17765059
921 LINC01654 chr1 18392150
922 KLHDC7A chr1 18807423
923 TAS1R2 chr1 19186155
924 ALDH4A1 chr1 19217385
925 MIR4695 chr1 19209769
926 MIR1290 chr1 19223642
927 LOC101927895 chr1 19536879
928 EMC1 chr1 19578053
929 MRTO4 chr1 19578074
930 AKR7L chr1 19600568
931 AKR7A3 chr1 19615280
932 LOC100506730 chr1 19622230
933 AKR7A2 chr1 19638640
934 PQLC2 chr1 19638739
935 MINOS1 chr1 19923470
936 MINOS1-NBL1 chr1 19923470
937 RPS14P3 chr1 19934300
938 NBL1 chr1 19969722
939 HTR6 chr1 19991779
940 RNF186 chr1 20141771
941 OTUD3 chr1 20208887
942 PLA2G2E chr1 20250110
943 PLA2G2A chr1 20306152
944 PLA2G5 chr1 20396700
945 PLA2G2D chr1 20446059
946 PLA2G2F chr1 20465822
947 PLA2G2C chr1 20503857
948 UBXN10-AS1 chr1 20512979
949 UBXN10 chr1 20512570
950 VWA5B1 chr1 20617411
951 CAMK2N1 chr1 20812728
952 MUL1 chr1 20834674
953 FAM43B chr1 20878931
954 CDA chr1 20915443
955 MIR6084 chr1 20960171
956 DDOST chr1 20988037
957 KIF17 chr1 21044510
958 SH2D5 chr1 21059133
959 MIR1256 chr1 21314925
960 LOC100506801 chr1 21619782
961 NBPF3 chr1 21766582
962 RAP1GAP chr1 21978348
963 CELA3B chr1 22303386
964 CELA3A chr1 22328148
965 LINC01635 chr1 22352541
966 LINC00339 chr1 22351683
967 WNT4 chr1 22469519
968 MIR4418 chr1 22592731
969 EPHA8 chr1 22889994
970 MIR6127 chr1 22959859
971 C1QA chr1 22962998
972 C1QC chr1 22970109
973 C1QB chr1 22979473
974 MIR4684 chr1 23046009
975 MIR4253 chr1 23189719
976 LACTBL1 chr1 23298809
977 C1orf234 chr1 23342343
978 KDM1A chr1 23345940
979 MIR3115 chr1 23370797
980 MIR4419A chr1 23384427
981 HTR1D chr1 23521222
982 LINC01355 chr1 23612011
983 HNRNPR chr1 23670857
984 ZNF436 chr1 23694879
985 ZNF436-AS1 chr1 23695463
986 ASAP3 chr1 23810750
987 LOC101928163 chr1 23848421
988 ID3 chr1 23886285
989 MDS2 chr1 23953823
990 RPL11 chr1 24018268
991 ELOA chr1 24069855
992 ELOA-AS1 chr1 24104787
993 PITHD1 chr1 24104875
994 LYPLA2 chr1 24117645
995 GALE chr1 24126060
996 HMGCL chr1 24151949
997 FUCA1 chr1 24194859
998 CNR2 chr1 24239817
999 MIR378F chr1 24255559
1000 PNRC2 chr1 24286300
1001 SRSF10 chr1 24306953
1002 MYOM3 chr1 24438665
1003 IL22RA1 chr1 24469775
1004 LOC284632 chr1 24526729
1005 GRHL3 chr1 24645811
1006 STPG1 chr1 24740262
1007 RCAN3AS chr1 24828872
1008 RCAN3 chr1 24828840
1009 LOC100506985 chr1 24882515
1010 SRRM1 chr1 24969593
1011 RUNX3 chr1 25256770
1012 MIR6731 chr1 25245907
1013 MIR4425 chr1 25349993
1014 SYF2 chr1 25559013
1015 RSRP1 chr1 25574010
1016 RHD chr1 25598976
1017 TMEM50A chr1 25664788
1018 LDLRAP1 chr1 25870075
1019 SELENON chr1 26126666
1020 MTFR1L chr1 26146396
1021 LOC646471 chr1 26150097
1022 AUNIP chr1 26185949
1023 PAQR7 chr1 26197744
1024 MIR3917 chr1 26232945
1025 PAFAH2 chr1 26324648
1026 EXTL1 chr1 26348270
1027 SLC30A2 chr1 26372629
1028 TRIM63 chr1 26394125
1029 PDIK1L chr1 26437655
1030 FAM110D chr1 26485510
1031 ZNF593 chr1 26496387
1032 CNKSR1 chr1 26503980
1033 CATSPER4 chr1 26517118
1034 LOC101928303 chr1 26551810
1035 CEP85 chr1 26560643
1036 UBXN11 chr1 26633195
1037 CD52 chr1 26644410
1038 AIM1L chr1 26680621
1039 ZNF683 chr1 26699285
1040 DHDDS chr1 26758772
1041 LOC101928324 chr1 26794028
1042 HMGN2 chr1 26798901
1043 MIR1976 chr1 26881032
1044 LOC101928728 chr1 27020622
1045 ARID1A chr1 27022521
1046 PIGV chr1 27114453
1047 ZDHHC18 chr1 27153200
1048 SFN chr1 27189632
1049 GPN2 chr1 27216869
1050 GPATCH3 chr1 27226962
1051 NR0B2 chr1 27240567
1052 KDF1 chr1 27286901
1053 TRNP1 chr1 27320194
1054 FAM46B chr1 27339333
1055 SLC9A1 chr1 27481621
1056 WDTC1 chr1 27561006
1057 ACTG1P20 chr1 27650364
1058 SYTL1 chr1 27668482
1059 MAP3K6 chr1 27693357
1060 FCN3 chr1 27701343
1061 CD164L2 chr1 27709823
1062 GPR3 chr1 27719147
1063 FGR chr1 27952751
1064 IFI6 chr1 27998724
1065 FAM76A chr1 28052489
1066 STX12 chr1 28099693
1067 PPP1R8 chr1 28157251
1068 SCARNA1 chr1 28160911
1069 THEMIS2 chr1 28199053
1070 RPA2 chr1 28241308
1071 SMPDL3B chr1 28261465
1072 XKR8 chr1 28285972
1073 PTAFR chr1 28503455
1074 DNAJC8 chr1 28559542
1075 ATPIF1 chr1 28562601
1076 SESN2 chr1 28585962
1077 MED18 chr1 28655512
1078 SNORA73A chr1 28833876
1079 SNORA73B chr1 28835069
1080 TRNAU1AP chr1 28879528
1081 SNHG12 chr1 28908366
1082 SNORD99 chr1 28905334
1083 SNORA61 chr1 28906405
1084 SNORA44 chr1 28907024
1085 SNORA16A chr1 28907565
1086 RAB42 chr1 28918711
1087 RNU11 chr1 28975111
1088 GMEB1 chr1 28995239
1089 YTHDF2 chr1 29063132
1090 OPRD1 chr1 29138653
1091 TMEM200B chr1 29449013
1092 MECR chr1 29557470
1093 LINC01756 chr1 29676626
1094 LINC01648 chr1 30510459
1095 LAPTM5 chr1 31230683
1096 MIR4420 chr1 31212079
1097 SDC3 chr1 31381480
1098 SNORD103A chr1 31408623
1099 SNORD103B chr1 31422052
1100 SNORD103C chr1 31441084
1101 NKAIN1 chr1 31712734
1102 SNRNP40 chr1 31769644
1103 ZCCHC17 chr1 31769828
1104 FABP3 chr1 31846135
1105 SERINC2 chr1 31882411
1106 LINC01225 chr1 31971835
1107 LINC01226 chr1 31984035
1108 TINAGL1 chr1 32042085
1109 HCRTR1 chr1 32083300
1110 PEF1 chr1 32110218
1111 COL16A1 chr1 32169768
1112 ADGRB2 chr1 32229664
1113 MIR4254 chr1 32224336
1114 SPOCD1 chr1 32281652
1115 TMEM39B chr1 32537631
1116 MIR5585 chr1 32552549
1117 TXLNA chr1 32645344
1118 CCDC28B chr1 32665986
1119 IQCC chr1 32671235
1120 DCDC2B chr1 32674694
1121 TMEM234 chr1 32687972
1122 EIF3I chr1 32687184
1123 MTMR9LP chr1 32707311
1124 FAM167B chr1 32712817
1125 LCK chr1 32716839
1126 MARCKSL1 chr1 32801840
1127 FAM229A chr1 32827844
1128 TSSK3 chr1 32827861
1129 BSDC1 chr1 32860062
1130 ZBTB8B chr1 32930657
1131 ZBTB8OS chr1 33116191
1132 RBBP4 chr1 33116748
1133 KIAA1522 chr1 33207511
1134 YARS chr1 33283633
1135 FNDC5 chr1 33336414
1136 HPCA chr1 33352097
1137 TMEM54 chr1 33367041
1138 AK2 chr1 33502512
1139 TRIM62 chr1 33642151
1140 ZNF362 chr1 33722173
1141 A3GALT2 chr1 33786699
1142 MIR3605 chr1 33798093
1143 HMGB4 chr1 34326075
1144 C1orf94 chr1 34632483
1145 MIR552 chr1 35135295
1146 GJB5 chr1 35220647
1147 GJB4 chr1 35225341
1148 GJB3 chr1 35246789
1149 GJA4 chr1 35258598
1150 SMIM12 chr1 35324646
1151 LOC653160 chr1 35444307
1152 TMEM35B chr1 35450948
1153 ZMYM6 chr1 35497569
1154 ZMYM1 chr1 35525386
1155 NCDN chr1 36023392
1156 PSMB2 chr1 36097138
1157 C1orf216 chr1 36184790
1158 CLSPN chr1 36235551
1159 AGO1 chr1 36335408
1160 TEKT2 chr1 36549675
1161 ADPRHL2 chr1 36554452
1162 TRAPPC3 chr1 36615115
1163 MAP7D1 chr1 36621565
1164 SH3D21 chr1 36771993
1165 EVA1B chr1 36789249
1166 LSM10 chr1 36863560
1167 OSCP1 chr1 36916086
1168 MRPS15 chr1 36930040
1169 CSF3R chr1 36948915
1170 MIR4255 chr1 37627163
1171 LINC01137 chr1 37940044
1172 ZC3H12A chr1 37940118
1173 MIR6732 chr1 37945830
1174 MEAF6 chr1 37980420
1175 MIR5581 chr1 37966595
1176 DNALI1 chr1 38022519
1177 GNL2 chr1 38061586
1178 RSPO1 chr1 38100595
1179 C1orf109 chr1 38156267
1180 CDCA8 chr1 38158072
1181 EPHA10 chr1 38230824
1182 MANEAL chr1 38259773
1183 C1orf122 chr1 38273472
1184 MTF1 chr1 38325292
1185 SF3A3 chr1 38455782
1186 FHL3 chr1 38471187
1187 UTP11 chr1 38478383
1188 POU3F1 chr1 38512450
1189 MIR3659 chr1 38554902
1190 LINC01343 chr1 38680439
1191 MYCBP chr1 39339050
1192 GJA9-MYCBP chr1 39347298
1193 LOC105378663 chr1 39339072
1194 GJA9 chr1 39347298
1195 RHBDL2 chr1 39395185
1196 AKIRIN1 chr1 39456915
1197 NDUFS5 chr1 39491966
1198 KIAA0754 chr1 39875175
1199 OXCT2P1 chr1 39980537
1200 PPIEL chr1 40025370
1201 PABPC4 chr1 40042521
1202 LOC101929516 chr1 40030741
1203 SNORA55 chr1 40033182
1204 HEYL chr1 40105348
1205 NT5C1A chr1 40137710
1206 HPCAL4 chr1 40157157
1207 PPIE chr1 40204516
1208 OXCT2 chr1 40237020
1209 LOC101929536 chr1 40254647
1210 TRIT1 chr1 40349183
1211 MYCL chr1 40367687
1212 MFSD2A chr1 40420783
1213 CAP1 chr1 40506254
1214 PPT1 chr1 40563142
1215 TMCO2 chr1 40713572
1216 ZMPSTE24 chr1 40723721
1217 COL9A2 chr1 40782939
1218 SMAP2 chr1 40839377
1219 ZFP69B chr1 40916336
1220 ZFP69 chr1 40943301
1221 EXO5 chr1 40974390
1222 ZNF684 chr1 40997232
1223 RIMS3 chr1 41131324
1224 NFYC chr1 41157241
1225 MIR30E chr1 41220026
1226 MIR30C1 chr1 41222955
1227 CITED4 chr1 41328018
1228 CTPS1 chr1 41444970
1229 SLFNL1-AS1 chr1 41480261
1230 SLFNL1 chr1 41487427
1231 FOXO6 chr1 41827602
1232 LOC101929901 chr1 41841341
1233 EDN2 chr1 41950354
1234 GUCA2B chr1 42619091
1235 GUCA2A chr1 42630395
1236 ZMYND12 chr1 42921938
1237 PPCS chr1 42922011
1238 CCDC30 chr1 43000559
1239 PPIH chr1 43124047
1240 YBX1 chr1 43147905
1241 CLDN19 chr1 43205925
1242 P3H1 chr1 43232755
1243 C1orf50 chr1 43232915
1244 LOC105378683 chr1 43250566
1245 SVBP chr1 43283059
1246 ERMAP chr1 43282775
1247 ZNF691 chr1 43312243
1248 LOC339539 chr1 43323292
1249 SLC2A1 chr1 43424847
1250 SLC2A1-AS1 chr1 43424719
1251 FAM183A chr1 43613593
1252 EBNA1BP2 chr1 43637986
1253 MIR6733 chr1 43637383
1254 TMEM125 chr1 43735664
1255 C1orf210 chr1 43751250
1256 MPL chr1 43803474
1257 CDC20 chr1 43824625
1258 ELOVL1 chr1 43833409
1259 MIR6734 chr1 43830386
1260 MED8 chr1 43855483
1261 MIR6735 chr1 43914209
1262 HYI chr1 43919660
1263 KDM4A chr1 44115796
1264 LOC101929592 chr1 44193014
1265 MIR6079 chr1 44304293
1266 ARTN chr1 44398991
1267 DPH2 chr1 44435652
1268 ATP6V0B chr1 44440319
1269 B4GALT2 chr1 44444873
1270 CCDC24 chr1 44457279
1271 SLC6A9 chr1 44483012
1272 KLF17 chr1 44584521
1273 DMAP1 chr1 44679124
1274 SNORA110 chr1 44718231
1275 MIR5584 chr1 45011164
1276 TMEM53 chr1 45140280
1277 C1orf228 chr1 45140393
1278 RNU5F-1 chr1 45187573
1279 RNU5D-1 chr1 45196840
1280 RPS8 chr1 45241245
1281 SNORD55 chr1 45241536
1282 SNORD46 chr1 45242163
1283 SNORD38A chr1 45243513
1284 SNORD38B chr1 45244061
1285 BEST4 chr1 45253426
1286 PLK3 chr1 45265896
1287 TCTEX1D4 chr1 45272957
1288 BTBD19 chr1 45274153
1289 PTCH2 chr1 45308616
1290 HECTD3 chr1 45477027
1291 UROD chr1 45477804
1292 LINC01144 chr1 45769581
1293 HPDL chr1 45792544
1294 MUTYH chr1 45805629
1295 TOE1 chr1 45805341
1296 CCDC163 chr1 45965751
1297 MMACHC chr1 45965855
1298 PRDX1 chr1 45987610
1299 AKR1A1 chr1 46016454
1300 NASP chr1 46049659
1301 CCDC17 chr1 46089731
1302 RPS15AP10 chr1 46112357
1303 TMEM69 chr1 46153846
1304 IPP chr1 46216485
1305 LOC101929626 chr1 46599042
1306 TSPAN1 chr1 46640748
1307 LURAP1 chr1 46669005
1308 RAD54L chr1 46713366
1309 LRRC41 chr1 46769038
1310 UQCRH chr1 46769284
1311 NSUN4 chr1 46805848
1312 FAAH chr1 46859938
1313 FAAHP1 chr1 46899498
1314 LINC01398 chr1 46915376
1315 DMBX1 chr1 46972667
1316 MKNK1-AS1 chr1 47004367
1317 KNCN chr1 47017329
1318 MOB3C chr1 47080805
1319 ATPAF1 chr1 47131550
1320 TEX38 chr1 47137504
1321 EFCAB14-AS1 chr1 47139707
1322 EFCAB14 chr1 47184736
1323 CYP4B1 chr1 47264669
1324 CYP4A11 chr1 47407156
1325 CYP4A22 chr1 47603096
1326 LINC00853 chr1 47644921
1327 PDZK1IP1 chr1 47655771
1328 TAL1 chr1 47697387
1329 STIL chr1 47779819
1330 LINC01389 chr1 47902989
1331 FOXE3 chr1 47881743
1332 FOXD2-AS1 chr1 47900313
1333 FOXD2 chr1 47901688
1334 SLC5A9 chr1 48688356
1335 BEND5 chr1 49242641
1336 LOC101929721 chr1 49723082
1337 AGBL4-IT1 chr1 49937757
1338 DMRTA2 chr1 50889119
1339 CDKN2C chr1 51434366
1340 MIR4421 chr1 51525508
1341 MIR6500 chr1 51525689
1342 C1orf185 chr1 51567905
1343 RNF11 chr1 51701944
1344 TTC39A-AS1 chr1 51795325
1345 MIR761 chr1 52302074
1346 TXNDC12 chr1 52521843
1347 KTI12 chr1 52499472
1348 TXNDC12-AS1 chr1 52516589
1349 BTF3L4 chr1 52521856
1350 ORC1 chr1 52870143
1351 PRPF38A chr1 52870218
1352 GPX7 chr1 53068042
1353 FAM159A chr1 53099015
1354 COA7 chr1 53164038
1355 ECHDC2 chr1 53387446
1356 MIR1273F chr1 53394345
1357 MIR5095 chr1 53400601
1358 MIR1273G chr1 53405985
1359 PODN chr1 53527723
1360 SLC1A7 chr1 53608304
1361 CPT2 chr1 53662100
1362 C1orf123 chr1 53686311
1363 MAGOH chr1 53704282
1364 LOC100507564 chr1 53704281
1365 LINC01771 chr1 53793904
1366 SLC25A3P1 chr1 53905693
1367 DMRTB1 chr1 53925071
1368 YIPF1 chr1 54355487
1369 DIO1 chr1 54359859
1370 LRRC42 chr1 54411998
1371 LDLRAD1 chr1 54483859
1372 TMEM59 chr1 54519111
1373 MIR4781 chr1 54519751
1374 CDCP2 chr1 54618679
1375 MRPL37 chr1 54665839
1376 SSBP3-AS1 chr1 54702115
1377 FAM151A chr1 55089200
1378 MROH7 chr1 55107412
1379 TTC4 chr1 55181494
1380 PARS2 chr1 55230226
1381 TTC22 chr1 55266941
1382 LEXM chr1 55271735
1383 DHCR24 chr1 55352921
1384 TMEM61 chr1 55446336
1385 BSND chr1 55464616
1386 PCSK9 chr1 55505148
1387 LOC100507634 chr1 55681080
1388 MIR4422 chr1 55691313
1389 LOC101929935 chr1 57110991
1390 C8A chr1 57320442
1391 TACSTD2 chr1 59043166
1392 MYSM1 chr1 59165747
1393 JUN chr1 59249785
1394 LINC01135 chr1 59250822
1395 HSD52 chr1 59612479
1396 MIR4711 chr1 60198968
1397 LOC101926944 chr1 60238466
1398 CYP2J2 chr1 60392470
1399 C1orf87 chr1 60539442
1400 NFIA-AS2 chr1 61436448
1401 NFIA-AS1 chr1 61719190
1402 MGC34796 chr1 62119913
1403 TM2D1 chr1 62191095
1404 MIR3116-1 chr1 62544457
1405 MIR3116-2 chr1 62544528
1406 L1TD1 chr1 62660473
1407 ANGPTL3 chr1 63063157
1408 FOXD3-AS1 chr1 63788129
1409 FOXD3 chr1 63788729
1410 MIR6068 chr1 63792655
1411 ALG6 chr1 63833260
1412 EFCAB7 chr1 63988971
1413 DLEU2L chr1 64014650
1414 ROR1-AS1 chr1 64577888
1415 UBE2U chr1 64669300
1416 MIR4794 chr1 65045529
1417 LINC01359 chr1 65468159
1418 MIR3671 chr1 65523525
1419 MIR101-1 chr1 65524191
1420 LEPROT chr1 65886130
1421 LOC101927139 chr1 66516401
1422 MIR3117 chr1 67094122
1423 INSL5 chr1 67266942
1424 MIER1 chr1 67390577
1425 C1orf141 chr1 67600654
1426 IL12RB2 chr1 67773046
1427 GADD45A chr1 68150859
1428 DIRAS3 chr1 68517314
1429 MIR1262 chr1 68649293
1430 RPE65 chr1 68915642
1431 DEPDC1-AS1 chr1 68962358
1432 SRSF11 chr1 70671364
1433 HHLA3 chr1 70820492
1434 CTH chr1 70876900
1435 LINC01788 chr1 71172135
1436 ZRANB2-AS1 chr1 71512188
1437 ZRANB2 chr1 71546972
1438 MIR186 chr1 71533399
1439 NEGR1-IT1 chr1 72302695
1440 FPGT chr1 74663895
1441 ERICH3-AS1 chr1 75043113
1442 CRYZ chr1 75199092
1443 TYW3 chr1 75198835
1444 LHX8 chr1 75594118
1445 ACADM chr1 76190031
1446 DLSTP1 chr1 76210698
1447 RABGGTB chr1 76251878
1448 SNORD45C chr1 76252756
1449 SNORD45A chr1 76253573
1450 SNORD45B chr1 76255161
1451 ASB17 chr1 76398116
1452 LOC101927342 chr1 76477008
1453 MIR7156 chr1 77525827
1454 USP33 chr1 78225564
1455 NEXN-AS1 chr1 78355224
1456 FUBP1 chr1 78444889
1457 DNAJB4 chr1 78444841
1458 PTGFR chr1 78956727
1459 IFI44L chr1 79086066
1460 IFI44 chr1 79115473
1461 LOC101927434 chr1 82023387
1462 LINC01361 chr1 83450605
1463 UOX chr1 84850484
1464 DNASE2B chr1 84864214
1465 RPF1 chr1 84944919
1466 GNG5 chr1 84972262
1467 SPATA1 chr1 84971983
1468 CTBS chr1 85040163
1469 LINC01555 chr1 85100703
1470 SSX2IP chr1 85156151
1471 MCOLN3 chr1 85514223
1472 MIR4423 chr1 85599476
1473 SYDE2 chr1 85666728
1474 BCL10 chr1 85742587
1475 LOC646626 chr1 85742040
1476 CYR61 chr1 86046443
1477 ZNHIT6 chr1 86174116
1478 ODF2L chr1 86862025
1479 MIR7856 chr1 86823370
1480 CLCA1 chr1 86934525
1481 CLCA3P chr1 87099958
1482 SH3GLB1 chr1 87170252
1483 SELENOF chr1 87380048
1484 LINC01140 chr1 87595447
1485 LMO4 chr1 87794150
1486 LINC01364 chr1 87837338
1487 GTF2B chr1 89357301
1488 KYAT3 chr1 89458643
1489 RBMXL1 chr1 89458643
1490 GBP3 chr1 89488549
1491 GBP2 chr1 89591842
1492 GBP7 chr1 89641723
1493 GBP5 chr1 89738544
1494 LOC729930 chr1 89756045
1495 GBP6 chr1 89829435
1496 GBP1P1 chr1 89873237
1497 FLJ27354 chr1 90098453
1498 GEMIN8P4 chr1 90460525
1499 ZNF326 chr1 90460653
1500 BARHL2 chr1 91182794
1501 LOC105378853 chr1 91297625
1502 ZNF644 chr1 91487065
1503 CDC7 chr1 91966403
1504 BRDT chr1 92414927
1505 EPHX4 chr1 92495532
1506 SETSIP chr1 92541029
1507 BTBD8 chr1 92545861
1508 KIAA1107 chr1 92634414
1509 C1orf146 chr1 92683572
1510 GLMN chr1 92764566
1511 GFI1 chr1 92949356
1512 RPL5 chr1 93297593
1513 SNORD21 chr1 93302845
1514 SNORA66 chr1 93306275
1515 TMED5 chr1 93646246
1516 CCDC18-AS1 chr1 93811368
1517 DR1 chr1 93811477
1518 LOC100129046 chr1 94057524
1519 MIR760 chr1 94312387
1520 DNTTIP2 chr1 94344762
1521 ARHGAP29 chr1 94703307
1522 F3 chr1 95007413
1523 MIR378G chr1 95211456
1524 CNN3 chr1 95391364
1525 ALG14 chr1 95538507
1526 LOC101928098 chr1 95527151
1527 TMEM56 chr1 95558072
1528 RWDD3 chr1 95699710
1529 LINC01760 chr1 95783819
1530 LOC100996635 chr1 95975671
1531 DPYD-AS2 chr1 98262476
1532 MIR137HG chr1 98515249
1533 MIR2682 chr1 98510907
1534 MIR137 chr1 98511727
1535 PLPPR5 chr1 99470449
1536 LINC01708 chr1 99953360
1537 FRRS1 chr1 100231349
1538 AGL chr1 100315639
1539 SLC35A3 chr1 100435344
1540 SASS6 chr1 100598651
1541 TRMT13 chr1 100598705
1542 LRRC39 chr1 100643829
1543 RTCA-AS1 chr1 100731730
1544 RTCA chr1 100731713
1545 MIR553 chr1 100746796
1546 GPR88 chr1 101003727
1547 LINC01349 chr1 101112560
1548 EXTL2 chr1 101360735
1549 SLC30A7 chr1 101361631
1550 DPH5 chr1 101491362
1551 LOC102606465 chr1 101491401
1552 LOC101928370 chr1 101702084
1553 S1PR1 chr1 101702304
1554 LINC01307 chr1 101789392
1555 DNAJA1P5 chr1 102337567
1556 LOC101928436 chr1 104068133
1557 AMY2B chr1 104097265
1558 ACTG1P4 chr1 104112025
1559 AMY2A chr1 104159953
1560 AMY1B chr1 104238889
1561 AMY1C chr1 104292275
1562 LOC100129138 chr1 104615644
1563 LINC01676 chr1 106161557
1564 PRMT6 chr1 107599266
1565 MIR7852 chr1 108439844
1566 SLC25A24 chr1 108735431
1567 NBPF4 chr1 108786703
1568 NBPF6 chr1 108992903
1569 FAM102B chr1 109102970
1570 HENMT1 chr1 109203744
1571 PRPF38B chr1 109234931
1572 FNDC7 chr1 109255555
1573 AKNAD1 chr1 109399726
1574 SPATA42 chr1 109399838
1575 CLCC1 chr1 109493070
1576 TAF13 chr1 109618624
1577 TMEM167B chr1 109633362
1578 SCARNA2 chr1 109642814
1579 C1orf194 chr1 109656479
1580 SARS chr1 109756514
1581 CELSR2 chr1 109792640
1582 PSRC1 chr1 109825790
1583 SORT1 chr1 109935979
1584 PSMA5 chr1 109969070
1585 SYPL2 chr1 110009099
1586 ATXN7L2 chr1 110026560
1587 CYB561D1 chr1 110036657
1588 AMIGO1 chr1 110052336
1589 GPR61 chr1 110082493
1590 MIR197 chr1 110141514
1591 GNAT2 chr1 110155705
1592 AMPD2 chr1 110162434
1593 GSTM4 chr1 110198697
1594 GSTM2 chr1 110210643
1595 GSTM5 chr1 110254863
1596 GSTM3 chr1 110283660
1597 EPS8L3 chr1 110306644
1598 CSF1 chr1 110453232
1599 AHCYL1 chr1 110527386
1600 STRIP1 chr1 110574198
1601 ALX3 chr1 110613322
1602 LINC01397 chr1 110625309
1603 UBL4B chr1 110655061
1604 SLC6A17 chr1 110693135
1605 KCNC4-AS1 chr1 110752609
1606 LOC440600 chr1 110881793
1607 SLC16A4 chr1 110933704
1608 LAMTOR5 chr1 110950546
1609 LAMTOR5-AS1 chr1 110950430
1610 PROK1 chr1 110993787
1611 CYMP chr1 111023387
1612 CYMP-AS1 chr1 111032880
1613 KCNA10 chr1 111061797
1614 KCNA3 chr1 111214397
1615 CD53 chr1 111413820
1616 LRIF1 chr1 111506566
1617 CEPT1 chr1 111682004
1618 DENND2D chr1 111743325
1619 CHI3L2 chr1 111770280
1620 CHIAP2 chr1 111823145
1621 CHIA chr1 111833473
1622 PIFO chr1 111889181
1623 PGCP1 chr1 111932473
1624 OVGP1 chr1 111970399
1625 WDR77 chr1 111991930
1626 ATP5F1 chr1 111991742
1627 C1orf162 chr1 112016490
1628 ADORA3 chr1 112046743
1629 LINC01160 chr1 112150940
1630 FAM212B chr1 112282046
1631 FAM212B-AS1 chr1 112282462
1632 LOC101928718 chr1 112298131
1633 DDX20 chr1 112298189
1634 KCND3-IT1 chr1 112399527
1635 KCND3-AS1 chr1 112452278
1636 LINC01750 chr1 112533157
1637 MIR4256 chr1 113004455
1638 WNT2B chr1 113009162
1639 CAPZA1 chr1 113162074
1640 MOV10 chr1 113216933
1641 PPM1J chr1 113257950
1642 FAM19A3 chr1 113263188
1643 SLC16A1 chr1 113498685
1644 AKR7A2P1 chr1 113465971
1645 SLC16A1-AS1 chr1 113499036
1646 LOC100996251 chr1 113615724
1647 LOC643441 chr1 113748875
1648 RSBN1 chr1 114355098
1649 PTPN22 chr1 114414381
1650 AP4B1 chr1 114447545
1651 DCLRE1B chr1 114447240
1652 HIPK1-AS1 chr1 114471880
1653 HIPK1 chr1 114471995
1654 OLFML3 chr1 114522012
1655 BCAS2 chr1 115124265
1656 AMPD1 chr1 115238239
1657 NRAS chr1 115259515
1658 CSDE1 chr1 115300671
1659 SIKE1 chr1 115323308
1660 TSHB chr1 115572444
1661 VANGL1 chr1 116184573
1662 NHLH2 chr1 116383333
1663 LINC01649 chr1 116461996
1664 LOC101928977 chr1 116519897
1665 MAB21L3 chr1 116654375
1666 ATP1A1-AS1 chr1 116961244
1667 LINC01762 chr1 117021448
1668 CD58 chr1 117113715
1669 MIR548AC chr1 117102733
1670 MIR320B1 chr1 117214370
1671 C1orf137 chr1 117236733
1672 PTGFRN chr1 117452544
1673 TTF2 chr1 117602948
1674 MIR942 chr1 117637264
1675 TRIM45 chr1 117664411
1676 LINC01525 chr1 117838087
1677 LOC100996263 chr1 118148392
1678 FAM46C chr1 118148603
1679 GDAP2 chr1 118472302
1680 TBX15 chr1 119530476
1681 LOC105378933 chr1 119544028
1682 WARS2-IT1 chr1 119590027
1683 HAO2-IT1 chr1 119911568
1684 HSD3B2 chr1 119957553
1685 HSD3B1 chr1 120049825
1686 HSD3BP4 chr1 120106502
1687 LINC00622 chr1 120141914
1688 ZNF697 chr1 120190390
1689 PHGDH chr1 120254418
1690 HMGCS2 chr1 120311555
1691 REG4 chr1 120354203
1692 NBPF7 chr1 120387503
1693 ADAM30 chr1 120439147
1694 HIST2H2BA chr1 120906033
1695 FCGR1B chr1 120935944
1696 EMBP1 chr1 121260909
1697 ANKRD20A12P chr1 142713605
1698 LOC102723769 chr1 143202239
1699 FAM72D chr1 143913143
1700 LINC01719 chr1 145382404
1701 RNVU1-6 chr1 145382756
1702 HFE2 chr1 145413190
1703 TXNIP chr1 145438437
1704 POLR3GL chr1 145470408
1705 ANKRD34A chr1 145470507
1706 RBM8A chr1 145507556
